Station Address,City,State/Province,Transaction Date,Transaction Start Time,   Charging Time (minutes)   , Energy (kWh) , GHG Savings (kg) , Gasoline Savings (gallons) ,Port Type
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,2/2/2018,8:35 PM,112,11.21,4.71,1.41,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,2/2/2018,5:41 PM,155,14.66,6.16,1.84,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,2/2/2018,5:54 PM,117,8.63,3.63,1.08,Level 2
"Sterrenbos 10, 3511 ES",Utrecht,Utrecht,2/2/2018,6:24 PM,66,6.7,2.82,0.84,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,2/2/2018,3:38 PM,133,14.06,5.91,1.77,Level 2
"Croeselaan 14, 3511 EN",Utrecht,Utrecht,2/2/2018,3:46 PM,63,3.8,1.59,0.48,Level 2
"Wolfstraat 11, 3513 SW",Utrecht,Utrecht,2/2/2018,1:39 PM,132,7.02,2.95,0.88,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,2/2/2018,12:41 PM,144,15.22,6.39,1.91,Level 2
"Croeselaan 14, 3511 EN",Utrecht,Utrecht,2/2/2018,12:33 PM,78,4.22,1.77,0.53,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,2/2/2018,11:31 AM,118,6.52,2.74,0.82,Level 2
"Stationsstraat 22, 3511 EK",Utrecht,Utrecht,2/2/2018,12:37 PM,23,1.44,0.61,0.18,Level 2
"Abel Tasmanstraat 11, 3531 GR",Utrecht,Utrecht,2/2/2018,12:14 PM,5,0.29,0.12,0.04,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,2/2/2018,8:21 AM,121,12.34,5.18,1.55,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,2/2/2018,6:55 AM,75,7.33,3.08,0.92,Level 2
"Valeriusbaan, 3521 AB",Utrecht,Utrecht,2/2/2018,6:21 AM,67,5.28,2.22,0.66,Level 2
"Croeselaan 14, 3511 EN",Utrecht,Utrecht,2/2/2018,6:01 AM,36,3.95,1.66,0.5,Level 2
"Spoorstraat 22, 3511 EN",Utrecht,Utrecht,2/3/2018,7:11 PM,188,10.54,4.43,1.32,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,2/3/2018,8:02 PM,79,8.02,3.37,1.01,Level 2
"Wolfstraat 11, 3513 SW",Utrecht,Utrecht,2/3/2018,7:01 PM,1,0.06,0.03,0.01,Level 2
"Spoorstraat 22, 3511 EN",Utrecht,Utrecht,2/3/2018,4:56 PM,72,3.78,1.59,0.47,Level 2
"Croeselaan 14, 3511 EN",Utrecht,Utrecht,2/3/2018,2:31 PM,128,7.05,2.96,0.89,Level 2
"Wolfstraat 11, 3513 SW",Utrecht,Utrecht,2/3/2018,11:15 AM,110,11.3,4.75,1.42,Level 2
"Wolfstraat 11, 3513 SW",Utrecht,Utrecht,2/3/2018,11:11 AM,79,4.13,1.74,0.52,Level 2
"Croeselaan 14, 3511 EN",Utrecht,Utrecht,2/3/2018,10:09 AM,123,11.41,4.79,1.43,Level 2
"Croeselaan 14, 3511 EN",Utrecht,Utrecht,2/4/2018,2:09 PM,111,12.12,5.09,1.52,Level 2
"Sterrenbos 10, 3511 ES",Utrecht,Utrecht,2/4/2018,9:03 AM,189,9.44,3.96,1.18,Level 2
"Croeselaan 14, 3511 EN",Utrecht,Utrecht,2/4/2018,11:25 AM,26,2.83,1.19,0.36,Level 2
"Stationsstraat 22, 3511 EK",Utrecht,Utrecht,2/5/2018,5:01 PM,68,3.97,1.67,0.5,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,2/5/2018,9:21 PM,211,20.96,8.8,2.63,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,2/5/2018,8:45 AM,240,8.9,3.74,1.12,Level 2
"Stationsstraat 22, 3511 EK",Utrecht,Utrecht,2/5/2018,12:28 PM,88,4.95,2.08,0.62,Level 2
"Rijnkade 3, 3511 LC",Utrecht,Utrecht,2/5/2018,2:03 PM,87,5.26,2.21,0.66,Level 2
"Croeselaan 14, 3511 EN",Utrecht,Utrecht,2/5/2018,12:48 PM,84,5.04,2.12,0.63,Level 2
"Stationsstraat 22, 3511 EK",Utrecht,Utrecht,2/6/2018,2:17 PM,139,8.53,3.58,1.07,Level 2
"Sterrenbos 10, 3511 ES",Utrecht,Utrecht,2/6/2018,5:06 PM,36,3.59,1.51,0.45,Level 2
"Croeselaan 14, 3511 EN",Utrecht,Utrecht,2/6/2018,2:18 PM,102,11.06,4.65,1.39,Level 2
"Daalsesingel 30, 3511 SV",Utrecht,Utrecht,2/6/2018,3:04 PM,23,2.34,0.98,0.29,Level 2
"Stationsstraat 22, 3511 EK",Utrecht,Utrecht,2/6/2018,12:39 PM,54,3.37,1.42,0.42,Level 2
"Rijnkade 3, 3511 LC",Utrecht,Utrecht,2/6/2018,12:02 PM,62,6.19,2.6,0.78,Level 2
"Rijnkade 3, 3511 LC",Utrecht,Utrecht,2/6/2018,12:02 PM,   -     , -   , -   , -   ,Level 2
"Croeselaan 14, 3511 EN",Utrecht,Utrecht,2/6/2018,11:16 AM,27,2.93,1.23,0.37,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,2/6/2018,9:23 AM,109,11.4,4.79,1.43,Level 2
"Valeriusbaan, 3521 AB",Utrecht,Utrecht,2/6/2018,6:22 AM,62,5.26,2.21,0.66,Level 2
"Stationsstraat 22, 3511 EK",Utrecht,Utrecht,2/7/2018,4:27 PM,22,1.04,0.44,0.13,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,2/7/2018,5:28 PM,150,15.21,6.39,1.91,Level 2
"Rijnkade 3, 3511 LC",Utrecht,Utrecht,2/7/2018,9:30 AM,370,36.11,15.17,4.53,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,2/7/2018,1:59 PM,186,14.19,5.96,1.78,Level 2
"Sterrenbos 10, 3511 ES",Utrecht,Utrecht,2/7/2018,3:52 PM,43,2.32,0.97,0.29,Level 2
"Stationsstraat 22, 3511 EK",Utrecht,Utrecht,2/7/2018,12:53 PM,91,5.31,2.23,0.67,Level 2
"Abel Tasmanstraat 11, 3531 GR",Utrecht,Utrecht,2/7/2018,12:48 PM,129,6.24,2.62,0.78,Level 2
"Croeselaan 14, 3511 EN",Utrecht,Utrecht,2/7/2018,2:10 PM,37,2.23,0.94,0.28,Level 2
"Rijnkade 3, 3511 LC",Utrecht,Utrecht,2/7/2018,9:05 AM,132,7.09,2.98,0.89,Level 2
"Stationsstraat 22, 3511 EK",Utrecht,Utrecht,2/8/2018,10:51 AM,125,4.41,1.85,0.55,Level 2
"Stationsstraat 22, 3511 EK",Utrecht,Utrecht,2/8/2018,4:48 PM,24,1.08,0.45,0.14,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,2/8/2018,6:53 PM,84,2.83,1.19,0.36,Level 2
"Wolfstraat 11, 3513 SW",Utrecht,Utrecht,2/8/2018,5:51 PM,273,15.24,6.4,1.91,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,2/8/2018,4:05 PM,127,12.74,5.35,1.6,Level 2
"Valeriusbaan, 3521 AB",Utrecht,Utrecht,2/8/2018,4:19 PM,74,4.21,1.77,0.53,Level 2
"Spoorstraat 22, 3511 EN",Utrecht,Utrecht,2/8/2018,5:34 PM,39,3.93,1.65,0.49,Level 2
"Sterrenbos 10, 3511 ES",Utrecht,Utrecht,2/8/2018,4:34 PM,45,4.5,1.89,0.57,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,2/8/2018,1:14 PM,163,17.17,7.21,2.15,Level 2
"Croeselaan 14, 3511 EN",Utrecht,Utrecht,2/8/2018,4:11 PM,39,2.36,0.99,0.3,Level 2
"Stationsstraat 22, 3511 EK",Utrecht,Utrecht,2/8/2018,12:37 PM,80,4.67,1.96,0.59,Level 2
"Sterrenbos 10, 3511 ES",Utrecht,Utrecht,2/8/2018,3:21 PM,22,2.18,0.92,0.27,Level 2
"Valeriusbaan, 3521 AB",Utrecht,Utrecht,2/8/2018,2:17 PM,39,2.04,0.86,0.26,Level 2
"Sterrenbos 10, 3511 ES",Utrecht,Utrecht,2/8/2018,2:01 PM,46,4.49,1.89,0.56,Level 2
"Spoorstraat 22, 3511 EN",Utrecht,Utrecht,2/8/2018,10:21 AM,98,9.86,4.14,1.24,Level 2
"Croeselaan 14, 3511 EN",Utrecht,Utrecht,2/8/2018,11:07 AM,38,4.14,1.74,0.52,Level 2
"Wolfstraat 11, 3513 SW",Utrecht,Utrecht,2/8/2018,8:41 AM,63,3.29,1.38,0.41,Level 2
"Valeriusbaan, 3521 AB",Utrecht,Utrecht,2/8/2018,8:47 AM,80,7.82,3.28,0.98,Level 2
"Valeriusbaan, 3521 AB",Utrecht,Utrecht,2/8/2018,6:28 AM,63,6.33,2.66,0.79,Level 2
"Stationsstraat 22, 3511 EK",Utrecht,Utrecht,2/9/2018,4:51 PM,203,11.77,4.95,1.48,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,2/9/2018,5:53 PM,76,4.49,1.88,0.56,Level 2
"Croeselaan 14, 3511 EN",Utrecht,Utrecht,2/9/2018,4:57 PM,129,6.84,2.87,0.86,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,2/9/2018,3:17 PM,114,11.93,5.01,1.5,Level 2
"Croeselaan 14, 3511 EN",Utrecht,Utrecht,2/9/2018,4:53 PM,   -     , -   , -   , -   ,Level 2
"Stationsstraat 22, 3511 EK",Utrecht,Utrecht,2/9/2018,2:06 PM,52,3.23,1.36,0.41,Level 2
"Croeselaan 14, 3511 EN",Utrecht,Utrecht,2/9/2018,1:17 PM,5,0.24,0.1,0.03,Level 2
"Stationsstraat 22, 3511 EK",Utrecht,Utrecht,2/9/2018,12:39 PM,24,1.46,0.61,0.18,Level 2
"Sterrenbos 10, 3511 ES",Utrecht,Utrecht,2/9/2018,7:59 AM,285,23.9,10.04,3,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,2/9/2018,10:11 AM,54,5.59,2.35,0.7,Level 2
"Valeriusbaan 12, 3521 AB",Utrecht,Utrecht,2/9/2018,8:01 AM,123,12.76,5.36,1.6,Level 2
"Croeselaan 14, 3511 EN",Utrecht,Utrecht,2/9/2018,8:45 AM,53,3.06,1.29,0.38,Level 2
"Daalsesingel 30, 3511 SV",Utrecht,Utrecht,2/10/2018,5:19 PM,67,3.55,1.49,0.45,Level 2
"Spoorstraat 22, 3511 EN",Utrecht,Utrecht,2/10/2018,4:47 PM,55,5.57,2.34,0.7,Level 2
"Wolfstraat 11, 3513 SW",Utrecht,Utrecht,2/10/2018,1:16 PM,136,6.05,2.54,0.76,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,2/10/2018,11:04 AM,151,15.63,6.57,1.96,Level 2
"Daalsesingel 30, 3511 SV",Utrecht,Utrecht,2/11/2018,6:41 PM,108,4.36,1.83,0.55,Level 2
"Wolfstraat 11, 3513 SW",Utrecht,Utrecht,2/11/2018,4:13 PM,152,9.09,3.82,1.14,Level 2
"Abel Tasmanstraat 11, 3531 GR",Utrecht,Utrecht,2/11/2018,2:38 PM,211,13.76,5.78,1.73,Level 2
"Wolfstraat 11, 3513 SW",Utrecht,Utrecht,2/11/2018,3:58 PM,82,4.4,1.85,0.55,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,2/11/2018,2:48 PM,136,14.29,6,1.79,Level 2
"Croeselaan 14, 3511 EN",Utrecht,Utrecht,2/11/2018,2:28 PM,62,3.73,1.57,0.47,Level 2
"Croeselaan 14, 3511 EN",Utrecht,Utrecht,2/11/2018,10:32 AM,183,6.11,2.57,0.77,Level 2
"Wolfstraat 11, 3513 SW",Utrecht,Utrecht,2/11/2018,9:18 AM,83,3.96,1.66,0.5,Level 2
"Sterrenbos 10, 3511 ES",Utrecht,Utrecht,2/11/2018,8:04 AM,132,4.86,2.04,0.61,Level 2
"Stationsstraat 22, 3511 EK",Utrecht,Utrecht,2/12/2018,12:37 PM,135,8,3.36,1,Level 2
"Abel Tasmanstraat 11, 3531 GR",Utrecht,Utrecht,2/12/2018,6:08 PM,56,4.52,1.9,0.57,Level 2
"Spoorstraat 22, 3511 EN",Utrecht,Utrecht,2/12/2018,1:09 PM,307,21,8.82,2.64,Level 2
"Rijnkade 3, 3511 LC",Utrecht,Utrecht,2/12/2018,9:34 AM,371,33,13.86,4.14,Level 2
"Rijnkade 3, 3511 LC",Utrecht,Utrecht,2/12/2018,2:04 PM,68,4.1,1.72,0.51,Level 2
"Wolfstraat 11, 3513 SW",Utrecht,Utrecht,2/12/2018,12:54 PM,44,4.42,1.86,0.56,Level 2
"Croeselaan 14, 3511 EN",Utrecht,Utrecht,2/12/2018,11:08 AM,84,5.19,2.18,0.65,Level 2
"Rijnkade 3, 3511 LC",Utrecht,Utrecht,2/12/2018,11:11 AM,   -     , -   , -   , -   ,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,2/12/2018,8:41 AM,124,11.85,4.98,1.49,Level 2
"Wolfstraat 11, 3513 SW",Utrecht,Utrecht,2/12/2018,9:01 AM,49,4.92,2.07,0.62,Level 2
"Spoorstraat 22, 3511 EN",Utrecht,Utrecht,2/12/2018,7:45 AM,113,11.49,4.83,1.44,Level 2
"Valeriusbaan, 3521 AB",Utrecht,Utrecht,2/12/2018,7:26 AM,67,6.69,2.81,0.84,Level 2
"Stationsstraat 22, 3511 EK",Utrecht,Utrecht,2/13/2018,2:07 PM,117,6.69,2.81,0.84,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,2/13/2018,6:09 PM,29,2.76,1.16,0.35,Level 2
"Croeselaan 14, 3511 EN",Utrecht,Utrecht,2/13/2018,4:29 PM,11,0.58,0.24,0.07,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,2/13/2018,2:54 PM,70,7.31,3.07,0.92,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,2/13/2018,12:40 PM,133,13.91,5.84,1.75,Level 2
"Valeriusbaan 12, 3521 AB",Utrecht,Utrecht,2/13/2018,12:44 PM,115,11.69,4.91,1.47,Level 2
"Croeselaan 14, 3511 EN",Utrecht,Utrecht,2/13/2018,1:08 PM,90,5.41,2.27,0.68,Level 2
"Stationsstraat 22, 3511 EK",Utrecht,Utrecht,2/13/2018,12:48 PM,8,0.48,0.2,0.06,Level 2
"Croeselaan 14, 3511 EN",Utrecht,Utrecht,2/13/2018,8:42 AM,233,20.85,8.76,2.62,Level 2
"Sterrenbos 10, 3511 ES",Utrecht,Utrecht,2/13/2018,8:05 AM,252,21.9,9.2,2.75,Level 2
"Abel Tasmanstraat 11, 3531 GR",Utrecht,Utrecht,2/13/2018,11:29 AM,26,1.15,0.48,0.14,Level 2
"Stationsstraat 22, 3511 EK",Utrecht,Utrecht,2/14/2018,5:43 PM,25,1.11,0.47,0.14,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,2/14/2018,7:49 PM,89,4.67,1.96,0.59,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,2/14/2018,9:21 PM,   -     , -   , -   , -   ,Level 2
"Daalsesingel 30, 3511 SV",Utrecht,Utrecht,2/14/2018,5:56 PM,125,5.11,2.15,0.64,Level 2
"Stationsstraat 22, 3511 EK",Utrecht,Utrecht,2/14/2018,1:42 PM,98,5.62,2.36,0.71,Level 2
"Croeselaan 14, 3511 EN",Utrecht,Utrecht,2/14/2018,12:31 PM,80,8.73,3.67,1.1,Level 2
"Spoorstraat 22, 3511 EN",Utrecht,Utrecht,2/14/2018,11:44 AM,54,5.41,2.27,0.68,Level 2
"Wolfstraat 11, 3513 SW",Utrecht,Utrecht,2/14/2018,12:16 PM,  -    ,0.01,0.01,0,Level 2
"Wolfstraat 11, 3513 SW",Utrecht,Utrecht,2/14/2018,12:14 PM,   -     , -   , -   , -   ,Level 2
"Croeselaan 14, 3511 EN",Utrecht,Utrecht,2/14/2018,11:37 AM,13,1.37,0.57,0.17,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,2/14/2018,10:00 AM,86,7.79,3.27,0.98,Level 2
"Valeriusbaan, 3521 AB",Utrecht,Utrecht,2/14/2018,6:08 AM,69,6.8,2.86,0.85,Level 2
"Stationsstraat 22, 3511 EK",Utrecht,Utrecht,2/15/2018,3:10 PM,85,4.91,2.06,0.62,Level 2
"Spoorstraat 22, 3511 EN",Utrecht,Utrecht,2/15/2018,10:51 PM,253,18.08,7.59,2.27,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,2/15/2018,5:38 PM,147,14.37,6.04,1.8,Level 2
"Daalsesingel 30, 3511 SV",Utrecht,Utrecht,2/15/2018,3:39 PM,142,14.36,6.03,1.8,Level 2
"Croeselaan 14, 3511 EN",Utrecht,Utrecht,2/15/2018,4:13 PM,58,5.11,2.15,0.64,Level 2
"Rijnkade 3, 3511 LC",Utrecht,Utrecht,2/15/2018,4:27 PM,19,1.93,0.81,0.24,Level 2
"Stationsstraat 22, 3511 EK",Utrecht,Utrecht,2/15/2018,11:32 AM,41,2.06,0.87,0.26,Level 2
"Spoorstraat 22, 3511 EN",Utrecht,Utrecht,2/15/2018,11:34 AM,149,15.34,6.45,1.93,Level 2
"Sterrenbos 10, 3511 ES",Utrecht,Utrecht,2/15/2018,10:17 AM,122,12.24,5.14,1.54,Level 2
"Rijnkade 3, 3511 LC",Utrecht,Utrecht,2/15/2018,11:34 AM,55,5.56,2.33,0.7,Level 2
"Rijnkade 3, 3511 LC",Utrecht,Utrecht,2/15/2018,10:18 AM,64,6.27,2.64,0.79,Level 2
"Stationsstraat 22, 3511 EK",Utrecht,Utrecht,2/16/2018,1:29 PM,92,5.35,2.25,0.67,Level 2
"Spoorstraat 22, 3511 EN",Utrecht,Utrecht,2/16/2018,4:48 PM,154,7.92,3.33,0.99,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,2/16/2018,5:04 PM,47,2.21,0.93,0.28,Level 2
"Daalsesingel 30, 3511 SV",Utrecht,Utrecht,2/16/2018,4:50 PM,86,8.62,3.62,1.08,Level 2
"Abel Tasmanstraat 11, 3531 GR",Utrecht,Utrecht,2/16/2018,3:58 PM,103,10.08,4.23,1.27,Level 2
"Croeselaan 14, 3511 EN",Utrecht,Utrecht,2/16/2018,1:53 PM,181,10.07,4.23,1.26,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,2/16/2018,11:51 AM,134,14,5.88,1.76,Level 2
"Daalsesingel 30, 3511 SV",Utrecht,Utrecht,2/16/2018,10:34 AM,  -    , -   , -   , -   ,Level 2
"Stationsstraat 22, 3511 EK",Utrecht,Utrecht,2/16/2018,12:36 PM,25,1.57,0.66,0.2,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,2/16/2018,9:29 AM,154,15.79,6.63,1.98,Level 2
"Wolfstraat 11, 3513 SW",Utrecht,Utrecht,2/16/2018,8:54 AM,56,5.61,2.35,0.7,Level 2
"Valeriusbaan, 3521 AB",Utrecht,Utrecht,2/16/2018,6:24 AM,64,6.36,2.67,0.8,Level 2
"Spoorstraat 22, 3511 EN",Utrecht,Utrecht,2/17/2018,9:55 PM,272,20.36,8.55,2.56,Level 2
"Rijnkade 3, 3511 LC",Utrecht,Utrecht,2/17/2018,6:39 PM,131,6.73,2.83,0.85,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,2/17/2018,7:08 PM,36,3.59,1.51,0.45,Level 2
"Rijnkade 3, 3511 LC",Utrecht,Utrecht,2/17/2018,4:57 PM,80,5.75,2.41,0.72,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,2/17/2018,1:18 PM,135,14.23,5.98,1.79,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,2/17/2018,10:23 AM,173,18.21,7.65,2.29,Level 2
"Croeselaan 14, 3511 EN",Utrecht,Utrecht,2/17/2018,9:33 AM,165,7.45,3.13,0.94,Level 2
"Croeselaan 14, 3511 EN",Utrecht,Utrecht,2/17/2018,10:28 AM,102,8.3,3.48,1.04,Level 2
"Abel Tasmanstraat 11, 3531 GR",Utrecht,Utrecht,2/17/2018,9:42 AM,49,2.24,0.94,0.28,Level 2
"Stationsstraat 22, 3511 EK",Utrecht,Utrecht,2/18/2018,11:45 AM,120,5.29,2.22,0.66,Level 2
"Rijnkade 3, 3511 LC",Utrecht,Utrecht,2/18/2018,9:07 PM,189,12.98,5.45,1.63,Level 2
"Wolfstraat 11, 3513 SW",Utrecht,Utrecht,2/18/2018,8:59 PM,   -     , -   , -   , -   ,Level 2
"Wolfstraat 11, 3513 SW",Utrecht,Utrecht,2/18/2018,6:35 PM,143,5.24,2.2,0.66,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,2/18/2018,2:14 PM,108,10.91,4.58,1.37,Level 2
"Wolfstraat 11, 3513 SW",Utrecht,Utrecht,2/18/2018,11:49 AM,236,13.12,5.51,1.65,Level 2
"Croeselaan 14, 3511 EN",Utrecht,Utrecht,2/18/2018,12:26 PM,155,8.41,3.53,1.06,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,2/18/2018,11:45 AM,133,13.94,5.86,1.75,Level 2
"Croeselaan 14, 3511 EN",Utrecht,Utrecht,2/18/2018,12:13 PM,83,5.54,2.33,0.7,Level 2
"Daalsesingel 30, 3511 SV",Utrecht,Utrecht,2/18/2018,11:16 AM,10,1,0.42,0.13,Level 2
"Valeriusbaan, 3521 AB",Utrecht,Utrecht,2/18/2018,8:11 AM,129,10.68,4.49,1.34,Level 2
"Valeriusbaan 12, 3521 AB",Utrecht,Utrecht,2/18/2018,9:37 AM,16,1.55,0.65,0.19,Level 2
"Wolfstraat 11, 3513 SW",Utrecht,Utrecht,2/19/2018,7:02 PM,498,22.31,9.37,2.8,Level 2
"Croeselaan 14, 3511 EN",Utrecht,Utrecht,2/19/2018,7:12 PM,95,4.67,1.96,0.59,Level 2
"Abel Tasmanstraat 11, 3531 GR",Utrecht,Utrecht,2/19/2018,5:10 PM,   -     , -   , -   , -   ,Level 2
"Abel Tasmanstraat 11, 3531 GR",Utrecht,Utrecht,2/19/2018,5:07 PM,   -     , -   , -   , -   ,Level 2
"Rijnkade 3, 3511 LC",Utrecht,Utrecht,2/19/2018,3:05 PM,43,4.33,1.82,0.54,Level 2
"Spoorstraat 22, 3511 EN",Utrecht,Utrecht,2/19/2018,12:47 PM,93,9.37,3.94,1.18,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,2/19/2018,10:10 AM,133,14.05,5.9,1.76,Level 2
"Sterrenbos 10, 3511 ES",Utrecht,Utrecht,2/19/2018,7:26 AM,66,3.02,1.27,0.38,Level 2
"Stationsstraat 22, 3511 EK",Utrecht,Utrecht,2/20/2018,9:03 AM,141,2.77,1.17,0.35,Level 2
"Sterrenbos 10, 3511 ES",Utrecht,Utrecht,2/20/2018,6:49 PM,158,13.88,5.83,1.74,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,2/20/2018,5:31 PM,66,6.58,2.76,0.83,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,2/20/2018,5:30 PM,   -     , -   , -   , -   ,Level 2
"Wolfstraat 11, 3513 SW",Utrecht,Utrecht,2/20/2018,2:05 PM,134,7.44,3.13,0.93,Level 2
"Spoorstraat 22, 3511 EN",Utrecht,Utrecht,2/20/2018,10:22 AM,189,12.43,5.22,1.56,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,2/20/2018,11:21 AM,174,17.2,7.22,2.16,Level 2
"Daalsesingel 30, 3511 SV",Utrecht,Utrecht,2/20/2018,11:20 AM,111,11.22,4.71,1.41,Level 2
"Spoorstraat 22, 3511 EN",Utrecht,Utrecht,2/20/2018,9:29 AM,78,7.94,3.34,1,Level 2
"Stationsstraat 22, 3511 EK",Utrecht,Utrecht,2/21/2018,3:55 PM,51,2.54,1.07,0.32,Level 2
"Daalsesingel 30, 3511 SV",Utrecht,Utrecht,2/21/2018,7:23 PM,226,23.66,9.94,2.97,Level 2
"Wolfstraat 11, 3513 SW",Utrecht,Utrecht,2/21/2018,3:01 PM,130,7.74,3.25,0.97,Level 2
"Croeselaan 14, 3511 EN",Utrecht,Utrecht,2/21/2018,3:26 PM,73,4.37,1.83,0.55,Level 2
"Stationsstraat 22, 3511 EK",Utrecht,Utrecht,2/21/2018,1:23 PM,115,6.62,2.78,0.83,Level 2
"Wolfstraat 11, 3513 SW",Utrecht,Utrecht,2/21/2018,1:11 PM,60,3.81,1.6,0.48,Level 2
"Stationsstraat 22, 3511 EK",Utrecht,Utrecht,2/21/2018,8:31 AM,187,4.45,1.87,0.56,Level 2
"Wolfstraat 11, 3513 SW",Utrecht,Utrecht,2/21/2018,11:54 AM,83,4.44,1.87,0.56,Level 2
"Wolfstraat 11, 3513 SW",Utrecht,Utrecht,2/21/2018,1:18 PM,   -     , -   , -   , -   ,Level 2
"Stationsstraat 22, 3511 EK",Utrecht,Utrecht,2/21/2018,12:40 PM,23,1.45,0.61,0.18,Level 2
"Abel Tasmanstraat 11, 3531 GR",Utrecht,Utrecht,2/21/2018,10:33 AM,57,3.43,1.44,0.43,Level 2
"Rijnkade 3, 3511 LC",Utrecht,Utrecht,2/21/2018,10:03 AM,72,4.34,1.82,0.55,Level 2
"Rijnkade 3, 3511 LC",Utrecht,Utrecht,2/21/2018,9:10 AM,117,11.66,4.9,1.46,Level 2
"Sterrenbos 10, 3511 ES",Utrecht,Utrecht,2/21/2018,7:26 AM,66,3.7,1.56,0.47,Level 2
"Stationsstraat 22, 3511 EK",Utrecht,Utrecht,2/22/2018,11:08 AM,106,2.11,0.89,0.27,Level 2
"Stationsstraat 22, 3511 EK",Utrecht,Utrecht,2/22/2018,2:02 PM,100,5.68,2.39,0.71,Level 2
"Rijnkade 3, 3511 LC",Utrecht,Utrecht,2/22/2018,6:59 AM,386,33.44,14.04,4.2,Level 2
"Wolfstraat 11, 3513 SW",Utrecht,Utrecht,2/22/2018,2:09 PM,238,12.98,5.45,1.63,Level 2
"Valeriusbaan 12, 3521 AB",Utrecht,Utrecht,2/22/2018,5:26 PM,21,2.15,0.9,0.27,Level 2
"Rijnkade 3, 3511 LC",Utrecht,Utrecht,2/22/2018,3:27 PM,50,4.84,2.03,0.61,Level 2
"Valeriusbaan, 3521 AB",Utrecht,Utrecht,2/22/2018,2:09 PM,46,4.45,1.87,0.56,Level 2
"Wolfstraat 11, 3513 SW",Utrecht,Utrecht,2/22/2018,8:56 AM,316,22.06,9.27,2.77,Level 2
"Rijnkade 3, 3511 LC",Utrecht,Utrecht,2/22/2018,1:09 PM,39,2.42,1.02,0.3,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,2/22/2018,11:55 AM,90,9.02,3.79,1.13,Level 2
"Stationsstraat 22, 3511 EK",Utrecht,Utrecht,2/22/2018,12:37 PM,33,2.05,0.86,0.26,Level 2
"Spoorstraat 22, 3511 EN",Utrecht,Utrecht,2/22/2018,9:10 AM,136,13.35,5.61,1.68,Level 2
